"block","observer","plot","visit","sampling_period","obs_year","dp_march","min_post_sunrise","species"
"tjaderleksmossen","jkn","plot_114","first","first","2017",7,53.1666666666667,"kungl"
"tjaderleksmossen","jkn","plot_114","first","first","2017",7,49.15,"ringa"
"tjaderleksmossen","jkn","plot_115","first","first","2017",7,95.6666666666667,"bofik"
"tjaderleksmossen","jkn","plot_115","first","first","2017",7,95.1,"gardg"
"tjaderleksmossen","jkn","plot_115","first","first","2017",7,97.3166666666667,"blams"
"tjaderleksmossen","jkn","plot_115","first","first","2017",7,98.0666666666667,"tofss"
"tjaderleksmossen","jkn","plot_124","first","first","2017",7,150.866666666667,"tofss"
"tjaderleksmossen","jkn","plot_124","first","first","2017",7,154.9,"talge"
"tjaderleksmossen","jkn","plot_124","first","first","2017",7,152.416666666667,"bofik"
"kilsjon","jkn","plot_83","first","first","2017",7,-19.8166666666667,"trake"
"kilsjon","jkn","plot_83","first","first","2017",7,-18.0166666666667,"talge"
"kilsjon","jkn","plot_83","first","first","2017",7,-20.35,"rodhe"
"kilsjon","jkn","plot_83","first","first","2017",7,-20.05,"kungl"
"orsjon","jkn","plot_116","second","first","2017",37,129.333333333333,"bofik"
"orsjon","jkn","plot_116","second","first","2017",37,127.716666666667,"talge"
"orsjon","jkn","plot_116","second","first","2017",37,129.8,"kungl"
"orsjon","jkn","plot_116","second","first","2017",37,130.266666666667,"rodhe"
"orsjon","jkn","plot_116","second","first","2017",37,129.65,"gardg"
"orsjon","jkn","plot_73","second","first","2017",37,271.983333333333,"kungl"
"orsjon","jkn","plot_73","second","first","2017",37,271.183333333333,"blams"
"orsjon","jkn","plot_73","second","first","2017",37,272.233333333333,"bofik"
"orsjon","jkn","plot_73","second","first","2017",37,274.866666666667,"svars"
"orsjon","jkn","plot_74","second","first","2017",37,220.1,"blams"
"orsjon","jkn","plot_75","second","first","2017",37,186.233333333333,"bofik"
"orsjon","jkn","plot_75","second","first","2017",37,185.666666666667,"talge"
"orsjon","jkn","plot_75","second","first","2017",37,188.15,"tofss"
"orsjon","jkn","plot_75","second","first","2017",37,188.3,"blams"
"orsjon","jkn","plot_79","second","first","2017",37,83.7833333333333,"bofik"
"orsjon","jkn","plot_79","second","first","2017",37,86.1333333333333,"grona"
"sodersjon","jkn","plot_100","third","first","2018",37,284.2,"no_obs"
"sodersjon","jkn","plot_117","third","first","2018",37,101.566666666667,"kungl"
"sodersjon","jkn","plot_117","third","first","2018",37,97.75,"bofik"
"sodersjon","jkn","plot_117","third","first","2018",37,97.95,"rodhe"
"sodersjon","jkn","plot_117","third","first","2018",37,100.766666666667,"svara"
"sodersjon","jkn","plot_117","third","first","2018",37,98.5166666666667,"talge"
"kilsjon","jkn","plot_83","third","first","2018",37,-13.9666666666667,"talge"
"kilsjon","jkn","plot_85","third","first","2018",37,43.1,"svara"
"kilsjon","jkn","plot_85","third","first","2018",37,45.1,"talge"
"kilsjon","jkn","plot_87","third","first","2018",37,6.76666666666667,"rodhe"
"kilsjon","jkn","plot_87","third","first","2018",37,8,"bofik"
"kilsjon","jkn","plot_87","third","first","2018",37,9.11666666666667,"talge"
"kilsjon","jkn","plot_88","third","first","2018",37,22.0666666666667,"koltt"
"kilsjon","jkn","plot_88","third","first","2018",37,22.3166666666667,"lovse"
"kilsjon","jkn","plot_88","third","first","2018",37,22.7166666666667,"rodhe"
"sodersjon","jkn","plot_89","third","first","2018",37,129.583333333333,"lovse"
"sodersjon","jkn","plot_90","third","first","2018",37,148.966666666667,"talge"
"sodersjon","jkn","plot_90","third","first","2018",37,149.516666666667,"notva"
"sodersjon","jkn","plot_90","third","first","2018",37,150.583333333333,"bofik"
"sodersjon","jkn","plot_91","third","first","2018",37,173.166666666667,"bofik"
"sodersjon","jkn","plot_94","third","first","2018",37,218.983333333333,"bofik"
"sodersjon","jkn","plot_95","third","first","2018",37,189.166666666667,"talge"
"sodersjon","jkn","plot_98","third","first","2018",37,245.4,"notsa"
"sodersjon","jkn","plot_99","third","first","2018",37,263.35,"bofik"
"sodersjon","jkn","plot_99","third","first","2018",37,264.683333333333,"koltt"
"stocksatra","jkn","plot_104","fourth","first","2017",68,97.2,"talge"
"kyrkstigen","jkn","plot_122","fourth","first","2017",68,10.2833333333333,"talge"
"kyrkstigen","jkn","plot_122","fourth","first","2017",68,13.3666666666667,"blams"
"stocksatra","jkn","plot_123","fourth","first","2017",68,171.216666666667,"rodhe"
"stocksatra","jkn","plot_125","fourth","first","2017",68,206.783333333333,"talge"
"ravsta","ses","plot_202","fourth","first","2017",68,239,"talge"
"ravsta","ses","plot_202","fourth","first","2017",68,238,"stort"
"ravsta","ses","plot_202","fourth","first","2017",68,243,"kungl"
"ravsta","ses","plot_202","fourth","first","2017",68,240,"bofik"
"ravsta","ses","plot_202","fourth","first","2017",68,241,"tofss"
"ravsta","ses","plot_202","fourth","first","2017",68,243,"dubbt"
"hagaberg","ses","plot_204","fourth","first","2017",68,148,"dubbt"
"hagaberg","ses","plot_204","fourth","first","2017",68,151,"lovse"
"hagaberg","ses","plot_204","fourth","first","2017",68,152,"gardg"
"hagaberg","ses","plot_204","fourth","first","2017",68,153,"bofik"
"stocksatra","jkn","plot_46","fourth","first","2017",68,140.116666666667,"talge"
"stocksatra","jkn","plot_46","fourth","first","2017",68,136.533333333333,"rodhe"
"stocksatra","jkn","plot_46","fourth","first","2017",68,135.816666666667,"talla"
"stocksatra","jkn","plot_49","fourth","first","2017",68,58.15,"bofik"
"stocksatra","jkn","plot_49","fourth","first","2017",68,56.7,"svare"
"sodersjon","jkn","plot_100","fifth","first","2018",68,331.883333333333,"rodhe"
"sodersjon","jkn","plot_100","fifth","first","2018",68,331.683333333333,"bofik"
"orsjon","jkn","plot_116","fifth","first","2018",68,81.1666666666667,"koltt"
"sodersjon","jkn","plot_117","fifth","first","2018",68,167.216666666667,"bofik"
"orsjon","jkn","plot_73","fifth","first","2018",68,54.4166666666667,"kungl"
"orsjon","jkn","plot_73","fifth","first","2018",68,52.85,"rodhe"
"orsjon","jkn","plot_73","fifth","first","2018",68,52.5166666666667,"blams"
"orsjon","jkn","plot_73","fifth","first","2018",68,50.4166666666667,"bofik"
"orsjon","jkn","plot_74","fifth","first","2018",68,19.3,"svars"
"orsjon","jkn","plot_74","fifth","first","2018",68,20.4,"mindb"
"orsjon","jkn","plot_74","fifth","first","2018",68,18.9833333333333,"minde"
"orsjon","jkn","plot_74","fifth","first","2018",68,19.1666666666667,"bofik"
"orsjon","jkn","plot_75","fifth","first","2018",68,-2.03333333333333,"rodhe"
"orsjon","jkn","plot_75","fifth","first","2018",68,-1.68333333333333,"svars"
"orsjon","jkn","plot_75","fifth","first","2018",68,-0.633333333333333,"talge"
"orsjon","jkn","plot_79","fifth","first","2018",68,111.133333333333,"blams"
"sodersjon","jkn","plot_89","fifth","first","2018",68,189.883333333333,"blams"
"sodersjon","jkn","plot_89","fifth","first","2018",68,190.15,"lovse"
"sodersjon","jkn","plot_89","fifth","first","2018",68,191.283333333333,"bofik"
"sodersjon","jkn","plot_89","fifth","first","2018",68,193.05,"rodhe"
"sodersjon","jkn","plot_90","fifth","first","2018",68,214.016666666667,"rodhe"
"sodersjon","jkn","plot_90","fifth","first","2018",68,214.183333333333,"bofik"
"sodersjon","jkn","plot_90","fifth","first","2018",68,214.483333333333,"talge"
"sodersjon","jkn","plot_90","fifth","first","2018",68,214.85,"gardg"
"sodersjon","jkn","plot_90","fifth","first","2018",68,216.25,"notva"
"sodersjon","jkn","plot_91","fifth","first","2018",68,235.083333333333,"svare"
"sodersjon","jkn","plot_91","fifth","first","2018",68,236,"koltt"
"sodersjon","jkn","plot_91","fifth","first","2018",68,238.45,"tofss"
"sodersjon","jkn","plot_91","fifth","first","2018",68,238.75,"talge"
"sodersjon","jkn","plot_94","fifth","first","2018",68,272,"talge"
"sodersjon","jkn","plot_94","fifth","first","2018",68,272.8,"lovse"
"sodersjon","jkn","plot_94","fifth","first","2018",68,275.95,"bofik"
"sodersjon","jkn","plot_95","fifth","first","2018",68,252.8,"no_obs"
"sodersjon","jkn","plot_98","fifth","first","2018",68,291.116666666667,"koltt"
"sodersjon","jkn","plot_98","fifth","first","2018",68,291.6,"rodhe"
"sodersjon","jkn","plot_99","fifth","first","2018",68,309.95,"bofik"
"sodersjon","jkn","plot_99","fifth","first","2018",68,313.816666666667,"talge"
"ravsta","ses","plot_201","first","first","2018",8,211,"bofik"
"ravsta","ses","plot_202","first","first","2018",8,134,"notsa"
"ravsta","ses","plot_202","first","first","2018",8,134,"talge"
"ravsta","ses","plot_202","first","first","2018",8,135,"bofik"
"ravsta","ses","plot_202","first","first","2018",8,135,"blams"
"ravsta","ses","plot_202","first","first","2018",8,136,"taltt"
"ravsta","ses","plot_202","first","first","2018",8,133,"mindb"
"ravsta","ses","plot_202","first","first","2018",8,132,"svars"
"ravsta","ses","plot_202","first","first","2018",8,132,"koltt"
"ravsta","ses","plot_203","first","first","2018",8,77,"svars"
"ravsta","ses","plot_203","first","first","2018",8,78,"bofik"
"ravsta","ses","plot_203","first","first","2018",8,78,"dubbt"
"ravsta","ses","plot_203","first","first","2018",8,81,"koltt"
"ravsta","ses","plot_210","first","first","2018",8,171,"no_obs"
"stenby","jkn","plot_119","third","first","2018",38,302.7,"svars"
"stenby","jkn","plot_119","third","first","2018",38,301.9,"domhe"
"stenby","jkn","plot_119","third","first","2018",38,302.316666666667,"rodhe"
"stenby","jkn","plot_119","third","first","2018",38,304.083333333333,"kungl"
"halsingdal","jkn","plot_120","third","first","2018",38,40.95,"blams"
"halsingdal","jkn","plot_120","third","first","2018",38,37.5,"talge"
"halsingdal","jkn","plot_121","third","first","2018",38,82.8,"bofik"
"halsingdal","jkn","plot_121","third","first","2018",38,81.8166666666667,"rodhe"
"halsingdal","jkn","plot_61","third","first","2018",38,106.4,"kungl"
"halsingdal","jkn","plot_61","third","first","2018",38,105.566666666667,"trake"
"halsingdal","jkn","plot_61","third","first","2018",38,110.4,"bofik"
"halsingdal","jkn","plot_62","third","first","2018",38,139.083333333333,"rodhe"
"halsingdal","jkn","plot_62","third","first","2018",38,138.533333333333,"talge"
"halsingdal","jkn","plot_62","third","first","2018",38,135.35,"bofik"
"halsingdal","jkn","plot_64","third","first","2018",38,58.6,"talge"
"halsingdal","jkn","plot_64","third","first","2018",38,58.95,"blams"
"halsingdal","jkn","plot_64","third","first","2018",38,60.25,"bofik"
"halsingdal","jkn","plot_64","third","first","2018",38,58.1,"gardg"
"halsingdal","jkn","plot_65","third","first","2018",38,21.6333333333333,"talge"
"halsingdal","jkn","plot_66","third","first","2018",38,-10.6333333333333,"talge"
"halsingdal","jkn","plot_67","third","first","2018",38,160.616666666667,"no_obs"
"halsingdal","jkn","plot_68","third","first","2018",38,183.666666666667,"gardg"
"halsingdal","jkn","plot_68","third","first","2018",38,183.95,"rodhe"
"halsingdal","jkn","plot_68","third","first","2018",38,184.95,"bofik"
"halsingdal","jkn","plot_69","third","first","2018",38,219.516666666667,"trapa"
"halsingdal","jkn","plot_69","third","first","2018",38,217.566666666667,"gardg"
"halsingdal","jkn","plot_69","third","first","2018",38,215.466666666667,"bofik"
"halsingdal","jkn","plot_69","third","first","2018",38,215.233333333333,"talge"
"stenby","jkn","plot_71","third","first","2018",38,281.033333333333,"talge"
"stenby","jkn","plot_71","third","first","2018",38,282.833333333333,"bofik"
"stenby","jkn","plot_71","third","first","2018",38,282.016666666667,"entia"
"stenby","jkn","plot_71","third","first","2018",38,280.016666666667,"blams"
"stenby","jkn","plot_71","third","first","2018",38,279.483333333333,"svare"
"stenby","jkn","plot_72","third","first","2018",38,323.316666666667,"blams"
"sodersjon","jkn","plot_100","fourth","first","2017",69,312.85,"talge"
"sodersjon","jkn","plot_100","fourth","first","2017",69,311.933333333333,"rodhe"
"sodersjon","jkn","plot_100","fourth","first","2017",69,312.233333333333,"lovse"
"sodersjon","jkn","plot_117","fourth","first","2017",69,23.6333333333333,"trake"
"sodersjon","jkn","plot_117","fourth","first","2017",69,23.2333333333333,"taltt"
"sodersjon","jkn","plot_117","fourth","first","2017",69,24.2833333333333,"bofik"
"sodersjon","jkn","plot_117","fourth","first","2017",69,24.0166666666667,"grafe"
"sodersjon","jkn","plot_117","fourth","first","2017",69,26.15,"svars"
"sodersjon","jkn","plot_89","fourth","first","2017",69,62.3333333333333,"grona"
"sodersjon","jkn","plot_89","fourth","first","2017",69,62.4833333333333,"lovse"
"sodersjon","jkn","plot_90","fourth","first","2017",69,95.9833333333333,"bofik"
"sodersjon","jkn","plot_90","fourth","first","2017",69,98.2166666666667,"koltt"
"sodersjon","jkn","plot_91","fourth","first","2017",69,132.05,"dubbt"
"sodersjon","jkn","plot_91","fourth","first","2017",69,132.533333333333,"bofik"
"sodersjon","jkn","plot_91","fourth","first","2017",69,136.45,"talge"
"sodersjon","jkn","plot_94","fourth","first","2017",69,200.3,"bofik"
"sodersjon","jkn","plot_94","fourth","first","2017",69,200.916666666667,"talge"
"sodersjon","jkn","plot_94","fourth","first","2017",69,202.15,"tofss"
"sodersjon","jkn","plot_95","fourth","first","2017",69,166.05,"bofik"
"sodersjon","jkn","plot_98","fourth","first","2017",69,239.9,"kungl"
"sodersjon","jkn","plot_98","fourth","first","2017",69,240.066666666667,"talge"
"sodersjon","jkn","plot_98","fourth","first","2017",69,241.716666666667,"svars"
"sodersjon","jkn","plot_98","fourth","first","2017",69,242.7,"trake"
"sodersjon","jkn","plot_98","fourth","first","2017",69,242.933333333333,"gardg"
"sodersjon","jkn","plot_99","fourth","first","2017",69,274.866666666667,"talla"
"sodersjon","jkn","plot_99","fourth","first","2017",69,275.25,"rodhe"
"stocksatra","jkn","plot_104","fifth","first","2018",69,44.7833333333333,"rodhe"
"stocksatra","jkn","plot_104","fifth","first","2018",69,45.7666666666667,"talge"
"stocksatra","jkn","plot_104","fifth","first","2018",69,43.5833333333333,"svars"
"stocksatra","jkn","plot_104","fifth","first","2018",69,41.15,"bofik"
"kyrkstigen","jkn","plot_118","fifth","first","2018",69,303.8,"svare"
"kyrkstigen","jkn","plot_122","fifth","first","2018",69,150.233333333333,"bofik"
"kyrkstigen","jkn","plot_122","fifth","first","2018",69,149.933333333333,"talge"
"stocksatra","jkn","plot_123","fifth","first","2018",69,84.85,"blams"
"stocksatra","jkn","plot_123","fifth","first","2018",69,84.25,"talge"
"stocksatra","jkn","plot_125","fifth","first","2018",69,64.15,"talge"
"ravsta","ses","plot_203","fourth","first","2018",69,272,"bofik"
"ravsta","ses","plot_203","fourth","first","2018",69,269,"stort"
"ravsta","ses","plot_203","fourth","first","2018",69,269,"blams"
"hagaberg","ses","plot_204","fifth","first","2018",69,230,"bofik"
"hagaberg","ses","plot_204","fifth","first","2018",69,232,"blams"
"hagaberg","ses","plot_204","fifth","first","2018",69,229,"gardg"
"hagaberg","ses","plot_204","fifth","first","2018",69,230,"talge"
"hagaberg","ses","plot_204","fifth","first","2018",69,232,"notva"
"hagaberg","ses","plot_204","fifth","first","2018",69,233,"lovse"
"hagaberg","ses","plot_204","fifth","first","2018",69,233,"svare"
"hagaberg","ses","plot_204","fifth","first","2018",69,233,"trapa"
"hagaberg","ses","plot_204","fifth","first","2018",69,234,"rodhe"
"hallsbo","ses","plot_205","fourth","first","2018",69,204,"talge"
"hallsbo","ses","plot_205","fourth","first","2018",69,199,"rodhe"
"hallsbo","ses","plot_205","fourth","first","2018",69,199,"taltt"
"hallsbo","ses","plot_205","fourth","first","2018",69,202,"bofik"
"hallsbo","ses","plot_206","fourth","first","2018",69,159,"lovse"
"hallsbo","ses","plot_206","fourth","first","2018",69,160,"gardg"
"hallsbo","ses","plot_206","fourth","first","2018",69,161,"stort"
"hallsbo","ses","plot_206","fourth","first","2018",69,163,"notva"
"hallsbo","ses","plot_206","fourth","first","2018",69,161,"koltt"
"hallsbo","ses","plot_206","fourth","first","2018",69,159,"taltt"
"stocksatra","jkn","plot_46","fifth","first","2018",69,20.75,"bofik"
"stocksatra","jkn","plot_49","fifth","first","2018",69,114.366666666667,"svare"
"stocksatra","jkn","plot_49","fifth","first","2018",69,112.133333333333,"gardg"
"kyrkstigen","jkn","plot_50","fifth","first","2018",69,176.683333333333,"talge"
"kyrkstigen","jkn","plot_52","fifth","first","2018",69,198.65,"talge"
"kyrkstigen","jkn","plot_52","fifth","first","2018",69,197.183333333333,"trapa"
"kyrkstigen","jkn","plot_52","fifth","first","2018",69,196.85,"rodhe"
"kyrkstigen","jkn","plot_52","fifth","first","2018",69,195.566666666667,"bofik"
"kyrkstigen","jkn","plot_53","fifth","first","2018",69,214.7,"mindb"
"kyrkstigen","jkn","plot_53","fifth","first","2018",69,218.016666666667,"talge"
"kyrkstigen","jkn","plot_53","fifth","first","2018",69,217.5,"blams"
"kyrkstigen","jkn","plot_55","fifth","first","2018",69,243.35,"rodhe"
"kyrkstigen","jkn","plot_55","fifth","first","2018",69,241.733333333333,"talge"
"kyrkstigen","jkn","plot_56","fifth","first","2018",69,285.416666666667,"talge"
"kyrkstigen","jkn","plot_56","fifth","first","2018",69,287,"kungl"
"kyrkstigen","jkn","plot_56","fifth","first","2018",69,287.5,"svare"
"kyrkstigen","jkn","plot_58","fifth","first","2018",69,264.833333333333,"stort"
"kyrkstigen","jkn","plot_60","fifth","first","2018",69,326.366666666667,"bofik"
